questionID,questionTitle,questionText,topic,answerText,upvotes,views
732,My fiancé cheated. How can we mend our relationship?,"I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life with her. So I'm willing to forgive and move on. We have been together for a little over 9 years, and we have a son. At the beginning of our relationship, I was unfaithful and she caught me cheating. She forgave me for what I've done to her and since then I been completely faithful. I'm worried about our relationship and want to move forward but its been very unsettling. All I can think about is her with another man. I don't know what to do or where to go for advice?",relationships,"I'm sorry for the stress and unhappiness stemming the problem you describe.Trust your instinct that there is more complexity to feeling good about being in a partnership than simply wanting this to happen.In any relationship, the complexities of each person combine.   Often people accept when this feels good and are lost as to what to do when natural human complexity, doesn't match up with our partner in the way we'd like.A couples' therapist would be able to help each of you talk about the factors motivating the cheating, as well as clarify the reasons you each have for continuing to stay together. The unique advantage of couple's therapy is that each person is able to hear their partner talk out loud about themselves and their partner.This is sometimes enormously helpful since our inner thoughts are often hidden yet very dominant in how we direct ourselves in relationships.Sometimes the initial consult session offers enough new understanding that a second session wouldn't be necessary for a while.Good luck in finding your relationship happiness!",4,935
734,Should I message my crush?,"I have had a crush on this guy for years. I last talked to him a few years ago when we graduated from high school. We left off on a good note. Should I message him and see how he is doing, or is it too late?",relationships,"You'll only find out whether or not it is ""too late"", by following through with wanting to message him.Regardless of whether the response you receive is what you'd hoped to hear, including not hearing back from him, you will have done yourself a great honor and respect by following through on a wish and curiosity you've had for some time.",2,284
735,How can I be with the boy who liked me?,There's this boy who asked me out awhile ago. I said no because my friends and family would think weirdly of me. How do I be with him and tell him and tell my friends?,relationships,"Since you've decided to be with the boy who already showed you his interest, then why not simply tell him you decided to accept his invitation to be together?Probably your first concern about hesitating to accept this boy into your life due to the way you imagine your family may react if you do, is the more complex matter to solve.Forming a relationship does bring up our values and the way these are different or similar to our own.    At the same time, we already have values which are rooted in those from the family in which we grew up.Your dilemma of wanting to be with this boy shows there is a clash between your values as an individual, including your choice of partner, and the way your family understands the values which support being part of a couple.Stay true to what you feel, whether this comes from your family or the way you currently are evolving.This will guarantee that your new relationship will be built on the values and person you truly are.",1,117
737,The love of my life wants to try getting back together with her child's father,"About two and a half months ago, I met a woman on a dating site. We went out on two dates, and then despite her original plans on how to pace and conduct the relationship, I ended up at her house on a the Friday night one week after our first date. We respectfully tried not to have sex, but after hours of trying to resist each other, we gave in and we had sex. After that, I slept at her house every night for almost two weeks. Then one day, she went to her family’s house on Thanksgiving and everything changed. Within the short time we were together, we got so close and serious really fast. We had finally found each other. We told each other that we loved each other all the time, even while we were making love. A few days after Thanksgiving, she told me that we would have to go back to her original plans of seeing each other much less frequently. I was very hurt and didn’t understand. Then another week later, she told me she couldn’t do it at all anymore. I was crushed!
   A few days later, she tells me how much she’s missing me and “let’s get together for lunch” or something like that. Then about two weeks later, we finally get together one night and we were so hot for each other (in love, not just sex), but she confessed that the reason for the sudden distance was that the father of her very young child told her he wants to get back together and this totally messed with her. So for her child’s sake, she is now considering the possibility of allowing that to happen. She had told me all about him previously, and it is definite that she has little to no attraction to him, but she would do this putting herself in misery again for her child. Our love for each other is fully established and acknowledged, but she is torn and confused. She doesn’t even think it would work between them as she had to kick him out before for not fulfilling his role properly. I know she needs time, and all I can do is take care of myself. We have agreed to remain friends, and if this doesn’t work out for her, we will try again. I’m completely in love with her, and I’m in extreme pain.",relationships,"That sounds really heartbreaking. It is tough falling in love and not being able to dive fully because of complications on the other side. It sounds to me that you are doing exactly what you need to be doing by taking ""care of myself"" while the rest sorts itself out. While I admire your desire and courage to stay friends - the ""extreme pain"" that you mentioned may make this too challenging and at odds with your taking care of yourself. Since there is no commitment on her end to give it a shot with you I would make sure that you really honour your own feelings about what feels right to you so that you don't end up feeling strung along or resentful. Make sure that you lean on friends and family at this time - we need all the support that we can get when we are heartbroken.",4,306
738,Why do I feel like I always need to be in a relationship?,"I have suffered many things at home and school. We never went to the doctor to diagnose depression or anything like that, but I always feel like a part of my heart is missing. I try to fill it in with objects or, in this case, a woman.",relationships,"There could be many reasons but often people feel validated when they are in a relationship, the need to be in a relationship can be related to a belief of unlovability which often stems from our childhood. The relationship sort of soothes this temporarily and the others interest or desire helps counteract the ingrained belief. There are many questions that may help understand why, how was your relationship with your mother (caregivers)?  How was your childhood etc.? Many people describe having a hole or void they try and fill with material things or people but it only is a temporary fix which usually drives the person to the next relationship, or object in hopes it will be fulfilling but it never is because fulfillment is work we need to do ourselves. This journey involves finding acceptance and love for ourselves. Once we have that we don't need to look elsewhere for fulfillment.",0,327
739,I want to become a better man,I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,relationships,"What an important question, and the fact that you're asking it is a big step in the right direction. To answer in detail would require having quite a bit more information about what ""relationship problems"" have occurred  that woke you up to the fact that you're not listening as well as you could and that you're running the risk of losing her.Given that I don't have all that information, I'll offer one simple suggestion. Your girlfriend is the expert on what she needs and wants in relationship. You could simply say to her that you know you still have a lot to learn about how to have a good relationship and you realize you're not yet understanding what she needs and you really want to. Then take a deep breath, settle down, and listen. Don't argue, don't interrupt, don't judge... listen. Let her know what you understand and that you're open to hearing more, learning more if you're not quite getting it yet... and then listen some more. Be present and curious about this person you love dearly and don't want to lose. This is the first step toward intimacy.",3,411
754,Why do my boyfriend and I have such trouble communicating?,"We’ve been together almost three years. We argue and he ends it by telling me he doesn’t love me. It's hurtful because I am all about resolving the problem, and he dwells on the issue even if I drop what he's done and just swallow my pride and say I am sorry. How can this be resolved? We have kids, and I don't want a broken family because we can't communicate.",relationships,"Under duress the very youngest parts of you and your boyfriend emerge. So, while you still look like grown ups, your actions and words are motivated by very early preverbal parts of both of you. In simple terms it is as if two infants somehow acquire the ability to say words but they are motivated by very basic early wounds that were created due to deficits in what was able to be done for each of you, and likely understandable in terms of caregiver's life experience, and that still fell short of what you needed. You are both still trying to get very early needs met. The best advice I can offer is to try and remember this as early as possible when things start to heat up, and then restrain expression that you already know leads nowhere helpful. And seek out a therapist who can help you to work with these early issues and can support you to grow and develop from this stuck point.Avraham Cohen, Ph.D, R.C.C., C.C.C.",4,494
756,Am I overreacting by breaking up with my boyfriend because he called me a particular profanity?,My boyfriend called me a particular profanity and I broke up with him. This is the third time he's called me this and I'm just completely done with giving him chances. He knows how much it bothers me. I just want to know if I'm over reacting.,relationships,"It sounds like you are reacting to an issue in communication patterns, rather than a particular word.  The ability to listen considerately to your partner and to have your partner listen to you is one of the keystones of a successful relationship.  If your partner is not listening to, acknowledging and remembering your wishes, that is likely an indicator of some fissures in the foundation of the relationship.",1,48
758,My new husband is constantly talking to himself,"When I ask him who he is talking to, he tells me no one. But, it sounds like he is holding a conversation with someone. I have even accused him of having a secret cell phone. I ask so much, I feel like I am losing it. Is he trying to make me question my sanity, or is he talking to himself?",relationships,"A rare topic & likely extremely troublesome for you... I would need to have more background information on the two of you before beginning to offer any insight. Feel free to email me.I would also like to add that aside from the reality of whether or not these conversations are actually occurring, as your partner, he should be just as concerned about something that is disturbing you to this level.  Partners need each others' trust and support, no matter who is right or wrong.",2,417
765,How can I be less insecure and needy with my girlfriend?,I blame my past relationship for it. I know it is bad to be this way. I want to get past it.,relationships,"We humans are social beings. We learn how to BE in relationship as children. The caregiving you received (or didn't receive) set the stage for how you show up in all your adult relationships. Insecurity in relationships often has much to do with feeling unheard or unseen, perhaps feeling like you don't matter. There are many ways to rewire these relational patterns, the first step of which is taking pause and noticing that you are feeling insecure - so congrats on that because clearly you are already there!  Next I'd suggest finding a relationship therapist to help you sort through your insecurities, either as a couple or individually.",1,224
768,Is it time to end my relationship with my boyfriend for good?,"He isn't violent, but he has anger issues and deep insecurities. He's working on them and has improved. We started counseling, and he participated in one or two individual sessions, but we broke up again shortly thereafter. Now his constant questions and accusations are getting really draining.",relationships,"Hello and thank you for your question. I worked for a number of years with people who have been both abused in their relationships and those who have been abusive. Being involved in a relationship with a partner who does the behaviors you describe can be incredibly difficult, and many would argue is even harder than overcoming actual physical violence. I was a little confused about whether you're are still broken up with this person or if you are still thinking about it. I am going to assume you are still undecided. Some of the things you are describing sound like emotional abuse. Even without physical abuse, being emotionally abused can still be traumatizing. When partners question and accuse, they are often trying to exercise power and control over their partners by hurting them with unfounded accusations.  The accusations serve to make someone feel guilty and to manipulate them. For example, if your partner accuses you of cheating when you go out bowling with friends, you may elect not to go bowling just to satisfy your partner and prevent a fight from occurring. The person being accused or questioned often tries to prove over and over again that they have done nothing wrong, but it doesn't matter. And that brings me to the point of what some people who experience these behaviors do in order to start feeling like they have some power again. Here are just a few things:1. They realize there is no right answer. Trying to be logical with someone who doesn't want to be logical doesn't work. Many people simply stop trying to defend themselves against false accusations because there was no answer that would satisfy their partner anyway. In addition, the rules of the relationship seem to change on a daily basis, and what may be okay with your partner one day may make them angry the next. And this can leave people constantly feeling like they are on eggshells.  2. The find support. Finding a support group or a group of people who remind you on a daily basis that you are a decent person is always a good idea. One of the things that can happen when we are with someone who does emotionally abusive things is begin to have a negative concept of ourselves. Surrounding yourself with people who remind you that you are a good person is a great idea. 3. They reinvest in themselves. Try to find some time for yourself. This couldn't possibly sound more cliché, but it is actually true. Whether that is taking up a new hobby or doing an old one. One thing that can happen when emotional abuse takes place in a relationship is the person being abused can begin to isolate and not do the things that make them enjoy life. Taking some time for the self can sometimes bring things into perspective.I don't know if you are still in counseling, but if you are and you are getting what you need then that is great. If not, there are others you can try. It's important to find the right fit. As for the question of whether or not you should leave your partner, that is a question that can only be answered by you. But you could ask yourself some questions  like these to help you decide:1. What are some of my values about relationships? Do I want Trust? Honesty? Ask yourself if you have these things in your relationship.2. Do I feel like this relationship brings out the best in me, or does it seem to bring me down?3. If I want to stay in this relationship, what are some specific things that need to change? Hope some of these suggestions help. Good luck to you. Be well.Robin Landwehr, DBH, LPC, NCC",0,348
770,My boyfriend says he needs time to think about us,"I found out my boyfriend takes anti-depression medicine. Lately he's been saying he has a lot on his mind, and he needs time to think about us. We've only been dating 3 weeks but I like him a lot.",relationships,"This seems like two questions.  The first is what may have happened to prompt him to back off.  The second is what it means to you to have a boyfriend who takes anti-depression medication who says he has ""a lot on his mind.""  Both give you opportunity to look at yourself.  Having expectations can be a huge trap.  I write about this extensively in the first chapter of my book Living Yes (www.LivingYes.org).  Is there any way that you can enjoy your time together without expecting anything down the road?  Are there wonderful lessons for you to take from the relationship - even if it only lasts three weeks?  Can you create a mindset of gratitude for what is and let the future expectations (and future demands) go?  Are there new ways to communicate that might bring you together?  What are the lessons for you about allowing the relationship to develop its own course on its own time?  Again, let go of all expectations, and see what happens. That's what ""Living Yes"" requires.I am sure this will work out well for you - either with him or without him.  ~Mark  (www.MarkMorrisLCSW.com and www.LivingYes.org)",0,310
772,People make me sick,I have several issues like I don't like people. They make me sick. I have issues with talking to people. I feel like they are talking about me and making fun of me. I have felt this way for years. When I look people in the eyes I have voices that tell me to hurt them and if I don't stop looking at who I am talking to it gets so loud I can't hear what they are saying. I just stay away from people to avoid this. I look at people and think how I could hurt them. I feel like I am worthless and would be better off not in this world where I don't fit in. Every day I wake up it's like another day. Any info would be good.,relationships,"Sounds like you are dealing with a lot within your self which is causing you great pain.  I would suggest that first you get a full physical evaluation to make sure that you are ok physically.  Then getting a mental evaluation as well from a psychiatrist.  Seeing both would help rule out any physically or psychologically causes to your symptoms.    After getting these evaluations, your physician should be able to help guide you on what treatments would be the best to help with your everyday challenges your are facing.  Whether treatment includes medication and/or psychotherapist would be discussed.  Please consider doing both immediately so you can have the live you want everyday you wake up.",1,75
774,Is it bad that I'm giving my ex-boyfriend another chance?,"I was in a relationship with him for three years. My mom doesn't like it because she thinks I'm making a mistake. He got married a few months after we broke up, and now he is divorced. I forgave him for what he did in the past, and he says he’s sorry and he really loves me. I love him too, but is it bad that I'm giving him a second chance again?",relationships,"Hey, it might be mistake in the end but this is a risk you want to take and you get to make your own mistakes. Your mom wants to protect you; I get that. Maybe she is worried you'll be hurt again. Were you hurt in some way by him? Can you understand where she's coming from? Sometimes when we're mad at our partner and we complain about them to mom, it's hard to know how to repair mom's relationship with the partner when things are better and we reunite. Can you help your mom understand that you take responsibility for your part in how it went wrong; that the picture you may have painted of him isn't the total picture? She might need help there. Thank your mom for her love and care, and you can also let her know clearly that you and your boyfriend are the only ones who get to decide whether you're together or not, that it's a risk you are going to take, and that you really need her support. :)",1,131
775,Why is he treating me like I am not a good woman?,"I am currently living in a hotel and I don’t have a family. I met a guy a month ago. He is a bisexual. He has a lot of gay friends on social networking sites. He would not help pay for the room. When I asked for the TV remote control, he threw it elsewhere and asked me to get it. I slapped him and asked him to leave my room. We recently just got back together. One time I was sick. He came to visit and feed me but left no money. Then he texts me and brags about his house and car knowing that I have struggles living at a hotel. He says that he has a whole house where he can put me in and orders me to text him whenever I need someone to have sex with. He left his bath soap so he could come and get it. I think that he is trying to find a way to come back. Please help me. What’s going on? I am a good, loyal woman. Why is he treating me like this?",relationships,"I am less concerned about this man as bisexual and having gay friends, than about how you feel is treating you.  You are in a vulnerable position because of social isolation.  If you have friends to talk to, please reach out.  While this man has money, it is not his job to take care of you financially unless the two of you have decided that together.  It sounds like he sometimes cares for you and other times you feel disrespected.  I would suggest you look for a man that is consistent in his love and care.  This is not your fault.  But you are in control of removing him from you life or choosing not to because he meets some of your needs.  Take care.",0,342
776,How do I better handle my breakup?,"I got involved with my best friend who is married but has been very unhappy for the last five years. We both fell in love and have been together for eight months. He left the house and filed for divorce. He decided to tell her about our relationship, and she is willing to forgive and work on things. This shook him. They have two kids together. He decided to put the divorce on hold. He left town for a month to get clarity on the situation and see a therapist.",relationships,"Hi Miami, I feel your sadness; you might have planned a future with your best friend. We live in a world where we are constantly exposed and connected to people who intrigue us and to whom we might feel a connection. I believe that our ability to protect our relationships from the risks involved here has not developed fast enough. Your friend came face to face with what leaving the marriage meant...huge changes and many intense emotions. He is wise to consider his choices carefully; especially if you have children, there is good reason to work at a relationship that is less than fulfilling. Therapy can help.So you fell in love with a man who was in an unstable place. He's taking the steps to create some stability for himself and that leaves you ""on hold"", not knowing what his decision will be. I love that you seem willing to give him the space he needs to figure it all out. This decision is his. For yourself, you can accept that being ""best friends"" with a man might not be a wise thing. Many marriages don't fair well when friendships like that exist. You flirted with danger; both of you. You fell in love but he wasn't free, really. I'm sure his love for you is real and powerful, but it's not a competition. It's one man choosing his life path. You can focus on thoughts like this:He has the right to choose his life.We flirted with danger by being best friends.I know he does love me; this is not a reflection on my worth.I can feel really good about giving him patience and the space he needs.I feel proud of his honesty.I feel proud if he's willing to fight for his marriage; lucky her...lucky kids.Acknowledge and allow yourself to feel that sadness, that grief. It's real.If you have told anyone about the affair, seek the support of that trusted person and know you have to grieve this in silence because it was born in silence. I wish you well, and for the record, I'm proud of the maturity you show in this situation. :)",1,100
777,"I'm a teenager, and I want to have a baby with my boyfriend","I have been dating my boyfriend for a month, and we want a baby. We don't work or drive, and we haven't talked to our parents. What should we do?",relationships,"Hi Athens, When a teenager wants to have a baby, it's usually for a specific, and not healthy, reason. Do you maybe hope that a baby will cement your relationship? It doesn't work that way. Do you yearn for a person who will love you deeply? Babies don't give to us; we give endlessly to them. I urge you to talk to someone you trust about why you want to speed up your life by being a parent before you are fully grown emotionally. A relationship that is one month old is not stable enough to support a change like this. You're only starting to get to know each other. I wish you well and hope you talk to someone.",1,134
778,I have feelings for one of my best friends,"I was hanging out with my close guy friend. We started kissing, but afterwards, he said that we should just stay friends because he doesn't want to ruin anything. We both just got out of relationships. His was very sexual. I'm not a sexual person, and he knows that. I want to be with him, but I'm not ready for another relationship, and I don't know if he ever will want to be more than friends.",relationships,"Given that both you and your friend recently ended your respective romantic relationships, kissing each other sounds like each of you satisfied a very natural need which for right now does not has a natural source of satisfaction.Suddenly being without a partner is difficult because a relationship absorbs and offers much of a person's energy. Stay focused on what you know about yourself, which is that you're not ready for another relationship.From what you describe about your friend, similar to you, he does not feel ready for a new relationship.If and when you feel ready to enter a new relationship and your friend seems attractive, then you'll be in a position to find out, either by approaching your friend as a potential partner, or by asking your question of his interest in you.Who knows?It is possible your friend will feel ready for a new relationship, approach you, and depending on your personal wishes to be or not be with who he has become, accept his offer.Good luck with Step One, becoming familiar with your new state of single hood, and sorting through the good news and bad news of your most recent relationship.",1,124
779,How do I help my partner overcome depression over not having his kids by his side all the time?,My partner seems to always get depressed over the fact that his kids have to see and go through the divorce process. It’s especially when the mother of his kids keeps making him feel bad and using the kids as an excuse to get back at him. I feel like just telling him to go back with his family and forget about me.,relationships,"Hold on, Sanger! You know, I meet with a lot of people who are so sick of the crap that their ex puts them through in the divorce process that yes, they wonder if it's best to go back. I don't think so.If your ex is using the children to manipulate, or is generally controlling the separation process, that's confirmation that getting out was the right decision.Your partner feels powerless to change the current situation. Of course he does, because there are many things that are beyond his control (his ex's behaviours, for one). Accept the powerlessness. Lean into it. It's okay, because there are many things he does have power over, and that's where he can focus. He has the power to give his children a happy dad. That's HUGE. That's why he left, I'd guess. I bet the main barrier to him being happy is the guilt he feels. That's his ex's voice...that's what she wants him to feel...to give into that is letting her win. Ending a marriage in order to be happy is his right. He has not intentionally harmed his children. Hopefully he's aware that the separation has  affected them and he's working to create peace and balance in their lives, but he's can let go of the shame she wants him to feel; it's crippling him.He has the power to separate emotionally from his ex. He's not doing that when he lets her words control his emotions. He's still reacting to her. He hasn't completely left yet.A good therapist can help your partner regulate his emotions, combat shame, create emotional distance from his ex and erect proper boundaries. He needs your support in moving forwards, not going backwards. I wish you the best.",1,134
781,How to help my best friend get over a break up?,"I'm a female freshman in high school, and this question is for my male best friend. At the start of freshman year, we dated for about a week before his parents ended it because they said he is too young to date. He has been dating a really sweet senior girl for a month or two. I have nothing against her except for the fact that she has Tim's heart. He is convinced that they are in love, and maybe they are, but I don't really believe him.    Lately, Tim had been expressing concern about what is going to happen when Sally leaves for college at the end of term this year. He's been asking me to help him with Sally and what girls like to show her how much he loves her. But he's also been thinking about breaking up with her just so they won't have to deal with it when she leaves. He seems really torn up about it, and I want to know what to say to him and how to help him once she leaves.    He knows that I still crush on him. He doesn't rub it in my face. He's a good guy, but I want to actually help him out and recover before we think about maybe another relationship between us. How do I do that when the time comes? How do I support him and show him that I'm here without wanting to hook up? How do I make him feel better? He is convinced he's never going to be able to love anyone ever again, which I think is ridiculous.",relationships,"First off, I think it is great that you are willing and able to help out your friend with issues regarding his current relationship, despite the fact that you have feelings for him. I think that the best thing you can do is let him know that you are there for him if he wants to talk about things. You can also help by presenting options that he has and help him weigh out the pros and cons of his decision, but ultimately he has to decide what to do. Know that you won't be able to heal the pain he feels when his girlfriend leaves but you can be a friend to him by simply listening, validating his feelings, and understanding. Regarding your question about being there for him without wanting to hook up....I'm not sure if that is possible. If you care for him on more than a friendship level, then that desire will likey be there for you no matter what. Be careful that you take care of yourself and don't jeopardize your own happiness while trying to help him with his issues. Good luck to you!",1,359
782,My ex-boyfriend put himself on a dating website because he thought I wasn't interested,"I have been seeing this guy for a little over a year. Back in August, he asked for us to step back for now. Since then, he has still been in contact with me every day. We spent some time together over the holidays, but then I was gone for New Years with family. I came to find out that he put himself on a dating site. When I found out, I asked him about it, and he responded with this: “My apologies if I got my signals crossed, or if I wasn’t honest with you. You have helped me tons this past year and I am glad you are in my life. I didn’t realize you were still interested in dating. Again, my apologies.” Also, is it better to say that I want him in my life or that I want him as part of my life?",relationships,"It sounds like there is a bit of confusion regarding how you two feel about each other. Do you know what type of relationship you want with him? A friendship only, casual dating, or an exclusive relationship? I would encourage you to first figure that out and then communicate to him how you are feeling. Ask him to be honest with you about how he feels and what he wants from your relationship as well. Be mentally prepared for a variety of responses from him so that there are no major surprises. By clearing the air and learning what your own and each other's desires are, you can then move forward with a plan. Without that clarification, there will likely be false assumptions, unanswered questions, and confusion.",0,380
783,Should I just move on from my demanding girlfriend?,"My girlfriend and I have broken up and gotten back together numerous times in the past two years. We recently just broke up again last night on New Year’s Eve. When we break up, the very next day, she calls me and acts as if nothing has happened. She acts like everything is alright. This has been going on for two years. I do love her and care about her and her children a lot, but she seems really demanding as far as what she deserves from a man. She is always telling me that she deserves this and that from a man. It makes me feel like crap because I cannot give her everything that she wants. She told me one time that she wants a man who is going to be afraid to lose her. Is that a normal thing that women want, or should I just move on already? I am in my 30s and she is in her 40s.",relationships,"Love is not enough to keep a relationship together.The people need to get along happily too.Let's start with knowing more about your happiness in being with your partner.The frequent break ups happen for a reason.  Try understanding more of why you go back together again.You state a few very clear reasons to not continue this relationship, such as ""feeling like crap"" and not liking that your girlfriend hopes her  partner will feel afraid to leave her.Trust your intuition telling you that these feelings matter.Sometimes men aren't sure whether following their instinct is a right action to take.It is.Also, hoping a partner will fear losing them, shows a wish to control a person.Control has nothing to do with love and trust, and these are basics of a relationship.Good luck!",2,101
785,Should I let my boyfriend go?,"I'm an early 20 something year-old virgin, and my boyfriend is in his early 20s with kids. He's cheated on me twice: once in the beginning and then four months ago. He wasn't use to dating a virgin and broke up with me three times because he wasn't sure. We both work at the same job (where we met) and it’s with the girl that works with us. I've been trying to get over it, but now my confidence and self-esteem are low, and sometimes I feel like he’ll do it again or that he's not ready to be with me. I think about it all over again when I see her. He says he's in love with me, and with the last time he cheated, it didn't feel right, and that's when he knew he had to stop because his feelings were for me. He's contacted her and told her he will not communicate with her because he's in a relationship with me.
   How do I gain confidence? Should I let him go? If I let him go, I don't want to be sad about it being that we work together. I try to tell myself I'm beautiful every day, and I think I am a pretty attractive female with a great personality, but I don't like the fact that she works there.",relationships,"Sorry to hear about all the stress in the relationship.You're on the right track by knowing and sticking with your own standards of what qualifies as acceptable behavior by your boyfriend.Since he was the one who broke your trust, he is one in the position of earning back your trust.This is always a basic formula for couple's therapy in which there has been infidelity.Understand within yourself whether you'd like being with your boyfriend and what you'd like him to do so that you start feeling more secure in the relationship.If yes, then tell him what you now know about yourself as partner in the relationship.For example, some people who are getting over being cheated on, would like knowing details about the affair person, some people want to see the phone of the one who cheated.Recuperating after a cheating incident takes many months.If he tells you he'd like earning back your trust, give him some time to see if there is progress in this area.As results unfold, you will feel clearer on the direction your relationship is naturally taking.About the girl at work, she will feel less meaningful to you as you work together with your boyfriend on securing the relationship.She has her greatest meaning right now because you are at the beginning stage of knowing what direction to take.As you go along this road, more than likely, you'll be more at ease in naturally finding a way of relating to her that feels ok to you.",1,82
786,I feel like I can't control having inappropriate thoughts,"I find that I imagine things sexually, and I hate it because it puts strain on my relationship. I feel helpless and guilty. I want it to go away, and I want to make my woman happy again.",relationships,"It is completely understandable that you would like to find a way to make these intrusive thoughts go away, however, your feeling that you can't control having these thoughts is accurate. It's also understandable that you would feel helpless and guilty, given that you see how these thoughts are effecting your relationship, though I would encourage you to go easy on yourself and remember that you aren't choosing to have these thoughts. I'm sure that if there was a switch to turn them off, you would flip it.There is no magic technique or pill that can guarantee these thoughts will go away, however, therapy may still have a lot to offer. In working with a competent therapist, you may be able to gain insight into where these thoughts are coming from and develop new ways of relating to them so that they do not leave you feeling as helpless and guilty and can be more present with your partner. Though there is no guarantee that the thoughts will go away, this may also be a result of work with a therapist. Either way, you may be able to find a way to deal with the thoughts and show up in your relationship in a way that will be satisfying to you and your partner.",1,117
787,Is it acceptable for me to find another home for my boyfriend's dog?,"My boyfriend moved in with me a few months ago. I love him, but his dog is wrecking my house. Every day we get home, there is a huge mess on the floor, and several things will be ripped up (including the couch). He's slowly eating all of the doors, and there will be food and poop everywhere. Even though I come home during all of my breaks to take him out, he still poops and pees in the house every chance. I can't financially afford to have the dog wrecking my house. I've tried talking to my boyfriend about the dog to try and come up with a solution, but it never ends well. The dog is the only thing we fight about because I want him out of the house and my boyfriend doesn't want to see him go. It’s not the dog fault though; I understand that. The dog is only a year old, and he isn't a bad dog. He's just too big of a dog for where he is; he should be a farm dog instead of a town dog. I don't hate the dog, but I just can't afford to continue having my house torn to pieces.",relationships,"Every living creature needs time and support to adjust to a new situation.The dog is in a new place without the ability to understand the reason.  This may explain what sounds like the dog's agitation.  Have you spoken with your boyfriend on his opinion on how to address the dog behavior problems?Finding an answer together would be a good way of making your relationship stronger.  A lot of being a couple who live together is talking, listening and deciding together on how to handle major situations.If it is affordable, then a dog behaviorist may be of great help.  The person would guide you in working with the dog to become calmer.",2,66
788,How can I get my boyfriend to see my point of view when we argue?,"I had to go to the emergency room today to get an X-ray of my spine. My boyfriend didn't want to sit there and wait with me. Instead, he wanted to go do things for his friends while I waited. When I was done, he was twenty minutes late in picking me up. He doesn't understand why I'm mad, and we keep bickering at each other over the smallest things. He thinks I don't have a reason to be mad, but I believe that I do.",relationships,"It is extremely frustrating when our significant other doesn't understand our points of view. Often times, arguments are not the best opportunities to try and make a point, as strong emotions can get in the way of understanding others' perspectives. Try having a discussion with him about what is bothering you during a time when neither if you are upset or arguing. Communicate how you feel without placing blame and without yelling. Addionally, give him ideas of what he can do differently so that he understands what your expectations are. Lastly, consider seeing a couple's therapist who can assist with teaching more effective communication techniques. Best of luck.",2,344
789,My fiancé is trying to hide that he's texting his ex-girlfriend,"My fiancé doesn't think I trust him because I was cheated on before. However, he hides his phone and has been texting his ex-girlfriend, who he has two kids with. What should I do?",relationships,"Oh Chino, I only have half the picture here so I will be cautious. There's a chicken and an egg, and I don't know which came first. One thing I see clearly is that your fiance will always have to have communications with his ex, because they have children. Can you accept that? When suspicion and insecurity come along, your job is to look at the big picture and the real picture. Is there any real evidence that he is cheating? Remember that texting his ex is not evidence alone if the communications are about the kids. Has he earned your trust? If so, then it's not fair to punish him for the betrayals of others. He's not your ex. Reassure your heart that you are his priority if the larger evidence supports that. At the same time, you can let him know what your triggers are. For example, hiding his phone doesn't send you a good message, right? See, this is the chicken and the egg...is he hiding the phone because you've been overreacting when he gets a text?  So let him know you won't blow up about him getting a text if he doesn't conceal or password his phone. Transparency helps build trust. You have sensitivities, and it helps you a lot if he's aware of them and willing to try not to do things that trigger fear. Let him know when you get scared, and hopefully he'll give you the openness and security you need in order to trust him and act as if you trust him.  :)",1,114
790,What can I do to keep my relationship as good as it could be?,"My long-distance girlfriend is in a sorority, and it's changing her. I feel like I'm becoming less important to her and it hurts. She just wants me to support the sorority, but it's so hard. I try every day to show her she's the most important thing to me, but she can't even stay relatively sober at a fraternity party for me so that I won't worry about her doing anything regretful. We love each other, but we're in a rough patch.",relationships,"You may already be doing as much as possible for your relationship.Each of you are 50% of the relationship.Is the 50% which your GF contributes to your relationship, based on the same understanding of the couple's problem, as you have?Maybe a good starting place for the two of you to talk about is defining what problem the two of you have as a couple.This way, each of you will be able to know if you have similar values and definitions of your reasons for being together.Depending on what you each expect from your partnership, you each will clearly know whether, and then how, to accommodate the other person.These discussions stir a lot of emotions in each person, so that sometimes staying clear minded becomes very difficult.  You both will likely feel like talking about these matters more than one time.Consider utilizing a professional, credentialed and licensed therapist who would help the two of you stay on track with examine your emotional connections in a fair and safe way.Good luck with understanding and appreciating your relationship!",1,62
